,date,state,cases,deaths,population,Infec_mean,Infec_lb,Infec_ub
40,2020-04-21,RN,646,29,2538284.0,643.6766633274588,587.7677218111368,696.631786217842
41,2020-04-22,RN,708,34,2568813.0,688.7342142493683,631.4455684878918,743.9903740085381
42,2020-04-23,RN,754,38,2603768.0,736.4867453496036,678.0757360496382,794.0037651685759
43,2020-04-24,RN,781,40,2615019.0,787.0953031687673,727.8529978129538,846.8145751701448
44,2020-04-25,RN,825,44,2649796.0,840.7303562416579,780.9844994575052,902.0274691082733
45,2020-04-26,RN,832,45,2649796.0,897.5717803133168,837.6893125312675,960.5326778467703
46,2020-04-27,RN,857,48,2662895.0,957.8107226454283,897.0910599934178,1022.6374730082679
47,2020-04-28,RN,1086,54,2738000.0,1021.6492059796196,957.9753817523956,1088.4703470559336
48,2020-04-29,RN,1177,56,2765828.0,1089.3017008897637,1022.5813219441424,1157.971557934748
49,2020-04-30,RN,1297,56,2805382.0,1160.995245324146,1091.1354352257745,1231.5708281585435
50,2020-05-01,RN,1366,59,2823493.0,1236.9703873852118,1163.8793824429445,1309.1479089019929
51,2020-05-02,RN,1392,61,2846919.0,1317.4814995444674,1242.259287577226,1390.7353496010332
52,2020-05-03,RN,1421,62,2856593.0,1402.7982085765116,1328.105997899121,1476.8659074220814
53,2020-05-04,RN,1536,68,2872961.0,1493.206099973324,1419.0434158977216,1567.7946974969884
54,2020-05-05,RN,1644,72,2940175.0,1589.0054556541247,1514.6512081942658,1663.7695810254736
55,2020-05-06,RN,1739,76,2960920.0,1690.5168471519926,1613.6410054767382,1765.0973686235666
56,2020-05-07,RN,1739,76,2960920.0,1798.0769505029025,1726.1929107086428,1872.3616883318366
57,2020-05-08,RN,1918,87,3021626.0,1912.0440952583785,1837.1545344640067,1988.7667487007227
58,2020-05-09,RN,1918,87,3021626.0,2032.7970587702075,1961.439113827296,2112.5304355238254
59,2020-05-10,RN,1929,87,3021626.0,2160.735401573524,2084.3047839523947,2241.7767482940562
60,2020-05-11,RN,2032,93,3052944.0,2296.282668516392,2212.80962380722,2377.155007158221
61,2020-05-12,RN,2365,105,3130692.0,2439.886066068849,2352.5261125371744,2518.5188693710707
62,2020-05-13,RN,2536,117,3149623.0,2592.019766382659,2498.8519098561896,2673.6773468120045
63,2020-05-14,RN,2785,122,3177957.0,2753.1829269241653,2654.8242276327883,2841.5657653165313
64,2020-05-15,RN,2785,122,3177957.0,2923.90509364871,2816.597591982017,3025.770522606372
65,2020-05-16,RN,3003,136,3183457.0,3104.7448381478803,2985.513412343472,3219.5646448295265
66,2020-05-17,RN,3137,139,3192959.0,3296.292152364344,3164.009275724697,3424.449634150749
67,2020-05-18,RN,3482,160,3245829.0,3499.1718360241143,3353.204675287665,3647.6423436468895
